time,tradeDate,nominal,dv01,recTrader,recEndState,security,platform,buySell,cName,isVoice,won,tradedAway,tiedAway,rejected,sign,countryCode,bondType,currency,securityClass,desk,sector,maturityDate,classification,Salesperson,RMHF
55:48.9,21/11/2019,439684.1218,443.1698118,trader12,CustomerExpired,security230,Bloomberg,Buy,client8,0,0,0,0,0,1,DE,DBR,EUR,EGB,INF-EMEA,2-3.5,01/09/2020,Floating,salesperson8,HedgeFund
51:59.6,21/11/2019,865823471.7,1376361.494,trader9,TradedAway,security231,Tradeweb,Market,client20,0,0,1,0,0,[NULL],GB,UKT,GBP,GBP_INFLATION,INF-EMEA,5.5-10,01/03/2032,Floating,salesperson8,HedgeFund
58:08.8,21/11/2019,24078586.98,46542.1307,trader43,CustomerExpired,security232,VOICE,Buy,client85,1,0,0,0,0,1,IT,BTPS,EUR,EGB,EGB,30+,20/04/2020,Floating,salesperson5,RealMoney
43:29.0,21/11/2019,4568298575,2275900.13,trader6,TradedAway,security233,Tradeweb,Sell,client20,0,0,1,0,0,-1,IT,BTPS,EUR,EGB,EGB,30+,18/12/2021,Floating,salesperson5,HedgeFund
59:51.7,21/11/2019,2.00204E+11,58248764.74,trader13,CustomerRejected,security234,VOICE,Sell,client119,1,0,0,0,0,-1,FI,RFGB,EUR,EGB,INF-EMEA,3.5-5.5,07/01/2039,Floating,salesperson4,RealMoney
38:02.9,21/11/2019,1133662299,207967.3654,trader6,CustomerExpired,security21,Yensai,Buy,client120,0,0,0,0,0,1,ES,EuroEUR,EUR,EGB_INFLATION,INF-EMEA,5.5-10,05/02/2039,Floating,salesperson9,RealMoney
37:55.6,21/11/2019,65992289.61,58545.77318,trader38,CoveredTied,security235,VOICE,Buy,client85,1,0,0,0,0,1,BE,BGB,EUR,EGB,EGB,Oct-30,05/02/2023,Floating,salesperson1,HedgeFund
57:03.2,21/11/2019,1650266497,1580790.791,trader6,Done,security45,Tradeweb,Pay,client20,0,1,0,0,0,1,AT,RAGB,EUR,EGB,INF-EMEA,2-3.5,28/06/2025,Floating,salesperson6,RealMoney
59:32.1,21/11/2019,4556885.743,2154.039258,trader38,Done,security236,VOICE,Sell,client85,1,1,0,0,0,-1,DE,DBR,EUR,EGB,[NULL],3.5-5.5,15/05/2026,Floating,salesperson6,HedgeFund
38:43.6,21/11/2019,1554153388,298528.0407,trader6,DoneTied,security25,Tradeweb,Sell,client20,0,1,0,0,0,-1,AU,ACGB,AUD,ACGB,JGB,3.5-5.5,21/03/2047,Floating,salesperson4,RealMoney
42:57.3,21/11/2019,8052110458,4011494.329,trader6,DoneTied,security233,Yensai,Pay,client121,0,1,0,0,0,1,FR,FRTR,EUR,EGB,INF-EMEA,3.5-5.5,28/09/2020,Floating,salesperson4,HedgeFund
52:49.1,21/11/2019,221020683,21363.61535,trader10,TradedAway,security237,Tradeweb,Buy,client122,0,0,1,0,0,1,US,[NULL],USD,IrsVanilla,JGB,0-2,15/08/2026,Floating,salesperson4,RealMoney
01:00.2,21/11/2019,2237902.932,360.3403027,trader10,CustomerRejected,security238,Tradeweb,Pay,client122,0,0,0,0,0,1,GB,UKT,GBP,GBP_INFLATION,INF-EMEA,5.5-10,30/06/2022,Floating,salesperson8,HedgeFund
53:26.2,21/11/2019,2945635.403,1603.734831,trader10,Done,security239,Tradeweb,Pay,client122,0,1,0,0,0,1,[NULL],[NULL],JPY,IRS_JPY,[NULL],Oct-30,15/03/2023,Floating,salesperson7,HedgeFund
43:26.0,21/11/2019,31073595.15,4688.949687,trader10,DealerRejected,security240,Tradeweb,Sell,client122,0,0,0,0,1,-1,PT,EuroUSD,USD,MEDIUM-TERM-NOTE,FBG,5.5-10,25/05/2027,Floating,salesperson7,RealMoney
38:47.7,21/11/2019,3783363.344,378.3363344,trader10,DealerRejected,security241,Tradeweb,Sell,client122,0,0,0,0,1,-1,PT,PGB,EUR,EGB,EGB,0-2,15/08/2022,Floating,salesperson3,HedgeFund
38:51.7,21/11/2019,6207865.303,3032.985619,trader10,CustomerExpired,security242,Tradeweb,Buy,client122,0,0,0,0,0,1,FR,FRTR,EUR,EGB,INF-EMEA,2-3.5,14/03/2021,Floating,salesperson3,RealMoney
34:00.9,21/11/2019,53586371.14,9435.861005,trader10,CustomerRejected,security243,Tradeweb,Buy,client122,0,0,0,0,0,1,IE,IRISH,EUR,EGB,EGB,Oct-30,20/12/2048,Floating,salesperson4,HedgeFund
43:12.7,21/11/2019,4644068.099,8781.510587,trader10,CustomerRejected,security244,Tradeweb,Pay,client122,0,0,0,0,0,1,JP,JGB,JPY,JGB,JGB,0-2,25/05/2025,Floating,salesperson5,RealMoney
57:30.2,21/11/2019,1187494612,1107704.869,trader6,DoneTied,security46,Yensai,Sell,client120,0,1,0,0,0,-1,CN,EuroUSD,USD,BOND,[NULL],0-2,15/11/2042,Floating,salesperson1,HedgeFund
37:12.7,21/11/2019,39675742.29,7613.996773,trader29,CustomerExpired,security245,VOICE,Receive,client85,1,0,0,0,0,-1,BE,BGB,EUR,EGB,EGB,5.5-10,19/06/2019,Floating,salesperson3,RealMoney
50:12.6,21/11/2019,5701340630,5461315.965,trader6,CustomerExpired,security45,Yensai,Buy,client121,0,0,0,0,0,1,TR,EuroUSD,USD,BOND,EM CREDIT-EMEA,Oct-30,19/02/2020,Floating,salesperson6,HedgeFund
34:47.5,21/11/2019,9067136.138,0,trader41,Covered,security246,Tradeweb,Receive,client123,0,0,0,0,0,-1,IE,IRISH,EUR,EGB,EGB,3.5-5.5,20/03/2042,Floating,salesperson6,HedgeFund
34:25.4,21/11/2019,49463894.36,92389.12342,trader9,CustomerExpired,security247,Tradeweb,Buy,client20,0,0,0,0,0,1,IT,BTPS,EUR,EGB,EGB,2-3.5,01/12/2025,Floating,salesperson4,RealMoney
01:37.1,21/11/2019,28077957.38,47904.73902,trader9,CoveredTied,security248,Yensai,Pay,client121,0,0,0,0,0,1,US,TBOND,USD,TBOND,UST,Oct-30,25/10/2027,Floating,salesperson8,RealMoney
51:57.3,21/11/2019,301205650.5,470371.9109,trader9,Covered,security249,Tradeweb,Receive,client20,0,0,0,0,0,-1,US,TBOND (IL),USD,TIPS-NOTE,INF-AMER,0-2,10/08/2041,Floating,salesperson5,HedgeFund
36:50.8,21/11/2019,115751912.8,204585.7182,trader9,DoneTied,security250,Yensai,Pay,client121,0,1,0,0,0,1,IT,BTPS,EUR,EGB,EGB,3.5-5.5,26/01/2035,Floating,salesperson5,RealMoney
58:14.5,21/11/2019,345284707.7,232334.4781,trader6,CustomerRejected,security251,Tradeweb,Receive,client20,0,0,0,0,0,-1,IT,BTPS,EUR,EGB,INF-EMEA,5.5-10,15/01/2020,Floating,salesperson2,RealMoney
50:34.5,21/11/2019,1423691416,0,trader9,CustomerExpired,security32,Yensai,Sell,client121,0,0,0,0,0,-1,SNAT,EuroEUR,EUR,MEDIUM-TERM-NOTE,FBG,5.5-10,15/02/2046,Floating,salesperson7,RealMoney
58:56.1,21/11/2019,874975606,175629.4785,trader6,CustomerRejected,security252,Yensai,Pay,client121,0,0,0,0,0,1,GB,UKT,GBP,GILTS,GILTS,Oct-30,07/03/2022,Floating,salesperson1,RealMoney
47:24.4,21/11/2019,10079387.44,2784.807021,trader29,DoneTied,security166,VOICE,Receive,client85,1,1,0,0,0,-1,IT,BTPS,EUR,EGB,[NULL],3.5-5.5,15/08/2021,Floating,salesperson9,RealMoney
53:46.4,21/11/2019,1069992760,2963451.947,trader9,CoveredTied,security253,Yensai,Pay,client120,0,0,0,0,0,1,BE,BGB,EUR,EGB,EGB,Oct-30,22/03/2058,Floating,salesperson7,HedgeFund
55:31.2,21/11/2019,29827685.37,9540.810393,trader29,Covered,security254,VOICE,Buy,client85,1,0,0,0,0,1,SI,EuroEUR,EUR,BOND,EGB,0-2,25/10/2019,Floating,salesperson2,HedgeFund
50:06.3,21/11/2019,3.09354E+11,93209690.12,trader5,TradedAwayTied,security255,Tradeweb,Sell,client83,0,0,0,1,0,-1,ES,SPGB,EUR,EGB,EGB,3.5-5.5,29/01/2022,Floating,salesperson0,HedgeFund
05:04.2,21/11/2019,7465552888,2361236.501,trader6,TradedAway,security256,Tradeweb,Pay,client109,0,0,1,0,0,1,FR,FRTR,EUR,EGB,[NULL],0-2,12/02/2024,Floating,salesperson4,HedgeFund
03:04.7,21/11/2019,1362768941,3774324.859,trader9,CustomerExpired,security253,Yensai,Pay,client120,0,0,0,0,0,1,AU,ACGB,AUD,ACGB,JGB,Oct-30,05/02/2054,Floating,salesperson5,HedgeFund
46:05.4,21/11/2019,284433.5876,164.6410931,trader38,CustomerRejected,security257,VOICE,Buy,client85,1,0,0,0,0,1,DE,[NULL],GBP,MEDIUM-TERM-NOTE,FBG,0-2,15/11/2045,Floating,salesperson8,RealMoney
57:09.3,21/11/2019,3618318694,6758330.393,trader9,Covered,security247,Yensai,Pay,client124,0,0,0,0,0,1,DE,DBR,EUR,EGB,EGB,5.5-10,30/07/2030,Floating,salesperson9,RealMoney
06:56.5,21/11/2019,197902.9405,167.0476189,trader38,CustomerExpired,security258,VOICE,Pay,client85,1,0,0,0,0,1,FR,BTF,EUR,EGB_BILLS,EUR BILLS,0-2,30/11/2033,Floating,salesperson9,HedgeFund
45:46.1,21/11/2019,1030255.173,1888.538126,trader43,TradedAway,security259,VOICE,Pay,client85,1,0,1,0,0,1,ES,SPGB,EUR,EGB,EGB,0-2,31/07/2025,Floating,salesperson0,RealMoney
53:20.9,21/11/2019,2828688381,8110075.884,trader9,DealerRejected,security260,Yensai,Pay,client120,0,0,0,0,1,1,DE,EuroEUR,EUR,EGB,[NULL],0-2,23/11/2020,Floating,salesperson8,RealMoney
37:41.2,21/11/2019,65249428.01,0,trader41,CustomerExpired,security261,TrueEX,Receive,client117,0,0,0,0,0,-1,US,TBOND (IL),USD,TIPS-NOTE,INF-AMER,3.5-5.5,22/10/2028,Floating,salesperson5,HedgeFund
40:24.7,21/11/2019,44489508.49,70115.30355,trader8,TradedAway,security262,Tradeweb,Receive,client36,0,0,1,0,0,-1,FR,BTF,EUR,EGB_BILLS,[NULL],0-2,15/08/2041,Floating,salesperson7,RealMoney
40:25.8,21/11/2019,32252838.85,3099.89458,trader42,Done,security263,VOICE,Sell,client85,1,1,0,0,0,-1,FR,FRTR,EUR,EGB,EUR BILLS,0-2,07/06/2021,Floating,salesperson7,RealMoney
57:39.7,21/11/2019,7806600652,5493649.822,trader5,Done,security264,Bloomberg,Buy,client95,0,1,0,0,0,1,NL,NETHER,EUR,EGB,EGB,3.5-5.5,08/08/2019,Floating,salesperson7,HedgeFund
41:07.5,03/03/2019,10292273290,10328922.74,trader5,Done,security265,Bloomberg,Receive,client95,0,1,0,0,0,-1,FR,TBILL,EUR,EGB_BILLS,EUR BILLS,0-2,11/02/2049,Floating,salesperson7,RealMoney
08:06.2,03/03/2019,1184821.511,0,trader10,CustomerRejected,security266,Bloomberg,Sell,client125,0,0,0,0,0,-1,FR,FRTR,EUR,EGB,EGB,5.5-10,15/11/2023,Floating,salesperson2,HedgeFund
59:23.6,03/03/2019,3534372614,6601518.84,trader9,CoveredTied,security247,Tradeweb,Sell,client126,0,0,0,0,0,-1,IT,BTPS,EUR,EGB,EGB,Oct-30,15/10/2024,Floating,salesperson0,RealMoney
07:56.3,20/11/2019,322002.5167,32.77801074,trader42,DealerRejected,security267,VOICE,Sell,client85,1,0,0,0,1,-1,ES,SPGB,EUR,EGB,EGB,2-3.5,21/03/2029,Floating,salesperson5,HedgeFund
45:32.3,20/11/2019,1204772979,350523.2221,trader6,TradedAwayTied,security234,Tradeweb,Sell,client9,0,0,0,1,0,-1,TR,EuroUSD,USD,BOND,EM CREDIT-EMEA,Oct-30,27/02/2038,Floating,salesperson9,HedgeFund
47:06.8,20/11/2019,415541186.1,327056.8848,trader6,Done,security268,Yensai,Pay,client121,0,1,0,0,0,1,LU,EuroAUD,AUD,MEDIUM-TERM-NOTE,CREDIT-AEJ,5.5-10,01/02/2021,Floating,salesperson4,HedgeFund
52:55.2,20/11/2019,139274872.9,351974.5111,trader9,Covered,security185,Yensai,Buy,client127,0,0,0,0,0,1,HK,EuroUSD,USD,BOND,CREDIT-AEJ,0-2,21/05/2041,Floating,salesperson6,RealMoney
43:20.7,20/11/2019,477290775.4,859356.4259,trader9,CoveredTied,security20,Yensai,Pay,client11,0,0,0,0,0,1,FR,FRTR,EUR,EGB,INF-EMEA,3.5-5.5,29/01/2022,Floating,salesperson4,HedgeFund
54:47.8,20/11/2019,60074337.31,480.5946985,trader10,TradedAwayTied,security73,Bloomberg,Sell,client125,0,0,0,1,0,-1,[NULL],[NULL],JPY,IRS_JPY,[NULL],2-3.5,07/09/2025,Floating,salesperson3,HedgeFund
07:35.2,20/11/2019,98241884.91,245173.1712,trader9,CustomerExpired,security199,Yensai,Buy,client127,0,0,0,0,0,1,HK,[NULL],USD,MEDIUM-TERM-NOTE,CREDIT-AEJ,3.5-5.5,22/07/2068,Floating,salesperson8,HedgeFund
01:59.8,20/11/2019,14569756599,6879125.148,trader6,Done,security26,Yensai,Sell,client116,0,1,0,0,0,-1,HK,[NULL],USD,MEDIUM-TERM-NOTE,CREDIT-AEJ,3.5-5.5,01/02/2021,Floating,salesperson9,RealMoney
52:38.0,20/11/2019,1277377729,4080659.797,trader9,Covered,security17,Tradeweb,Sell,client102,0,0,0,0,0,-1,SG,EuroUSD,USD,MEDIUM-TERM-NOTE,CREDIT-AEJ,Oct-30,30/07/2030,Floating,salesperson3,HedgeFund
11:36.1,20/11/2019,838854.9281,337.0110954,trader38,TradedAway,security269,VOICE,Market,client85,1,0,1,0,0,[NULL],US,[NULL],USD,IrsVanilla,USD SWAPS,3.5-5.5,20/03/2019,Floating,salesperson3,RealMoney
44:14.0,20/11/2019,5099595035,12396068.18,trader9,TradedAway,security201,Yensai,Pay,client127,0,0,1,0,0,1,SI,EuroEUR,EUR,BOND,EGB,5.5-10,15/01/2021,Floating,salesperson0,HedgeFund
53:24.4,20/11/2019,45005367316,88540338.86,trader5,DealerRejected,security7,Tradeweb,Pay,client59,0,0,0,0,1,1,HK,[NULL],USD,BOND,CREDIT-AEJ,2-3.5,30/06/2021,Floating,salesperson5,RealMoney
56:32.6,20/11/2019,2306587363,5393893.556,trader9,DealerRejected,security203,Yensai,Pay,client127,0,0,0,0,1,1,EU,[NULL],EUR,IRS_EUR,[NULL],Oct-30,25/04/2029,Floating,salesperson0,HedgeFund
13:45.5,20/11/2019,92909412.05,296804.6913,trader9,CustomerExpired,security17,Tradeweb,Buy,client126,0,0,0,0,0,1,SA,EuroUSD,USD,BOND,EM CREDIT-EMEA,30+,20/03/2034,Floating,salesperson6,HedgeFund
12:01.5,20/11/2019,18764070.61,8678.382658,trader10,DoneTied,security57,Tradeweb,Sell,client128,0,1,0,0,0,-1,EU,[NULL],EUR,IRS_EUR,[NULL],30+,07/12/2038,Floating,salesperson3,RealMoney
52:01.8,20/11/2019,435167.8636,386.0638749,trader10,DealerRejected,security75,Tradeweb,Buy,client128,0,0,0,0,1,1,DE,DBR,EUR,EGB,[NULL],5.5-10,07/12/2055,Floating,salesperson4,RealMoney
09:23.2,20/11/2019,664842.7952,23.49224453,trader7,TradedAway,security270,VOICE,Pay,client55,1,0,1,0,0,1,DK,EuroEUR,EUR,MEDIUM-TERM-NOTE,FBG,5.5-10,18/07/2021,Floating,salesperson4,HedgeFund
47:36.5,20/11/2019,57842707147,40705980.37,trader5,Done,security271,Bloomberg,Sell,client95,0,1,0,0,0,-1,[NULL],[NULL],[NULL],[NULL],UST,0-2,30/06/2025,Floating,salesperson9,HedgeFund
11:41.6,20/11/2019,28247739681,28349433.25,trader5,Covered,security272,Bloomberg,Sell,client95,0,0,0,0,0,-1,[NULL],[NULL],JPY,IRS_JPY,[NULL],2-3.5,20/03/2019,Floating,salesperson7,HedgeFund
14:18.1,20/11/2019,13468144.31,7676.842256,trader10,Covered,security273,Bloomberg,Receive,client64,0,0,0,0,0,-1,FR,FRTR,EUR,EGB,EGB,3.5-5.5,19/12/2020,Floating,salesperson0,HedgeFund
07:28.8,20/11/2019,362038040.5,676215.6262,trader9,CustomerExpired,security247,Yensai,Sell,client127,0,0,0,0,0,-1,AU,ACGB,AUD,ACGB,$ BLOCK,3.5-5.5,09/02/2022,Floating,salesperson9,HedgeFund
49:45.7,20/11/2019,379363737.4,695491.0878,trader9,CustomerExpired,security16,Yensai,Sell,client127,0,0,0,0,0,-1,FR,FRTR,EUR,EGB,INF-EMEA,0-2,29/01/2039,Floating,salesperson4,RealMoney
12:15.0,20/11/2019,1409020540,2586277.922,trader9,Covered,security97,Yensai,Receive,client127,0,0,0,0,0,-1,DE,DBR,EUR,EGB,[NULL],3.5-5.5,22/06/2024,Floating,salesperson4,HedgeFund
13:51.8,20/11/2019,69786017.48,0,trader41,CoveredTied,security274,Tradeweb,Buy,client129,0,0,0,0,0,1,AU,ACGB,AUD,ACGB,JGB,3.5-5.5,20/06/2036,Floating,salesperson1,HedgeFund
54:51.8,20/11/2019,3.07049E+11,92514402.49,trader5,Covered,security255,Tradeweb,Buy,client83,0,0,0,0,0,1,ID,INDON,IDO,BOND,[NULL],5.5-10,25/10/2038,Floating,salesperson9,HedgeFund
13:49.9,20/11/2019,10305555805,18555029.86,trader9,DoneTied,security20,Yensai,Sell,client127,0,1,0,0,0,-1,DE,EuroEUR,EUR,EGB,[NULL],0-2,31/01/2020,Floating,salesperson9,HedgeFund
48:31.0,20/11/2019,2751160.58,22.00928464,trader10,Done,security73,Bloomberg,Receive,client125,0,1,0,0,0,-1,JP,JGB (Reopen),JPY,JGB_INFLATION,JGB,5.5-10,25/11/2028,Floating,salesperson0,HedgeFund
54:09.2,20/11/2019,8778557744,15515837.37,trader9,CustomerExpired,security250,Yensai,Buy,client127,0,0,0,0,0,1,BE,BGB,EUR,EGB,EGB,Oct-30,11/02/2049,Floating,salesperson1,RealMoney
05:50.1,20/11/2019,346935476.8,630433.8017,trader9,TradedAwayTied,security275,Yensai,Sell,client22,0,0,0,1,0,-1,GB,UKT,GBP,GILTS,GILTS,0-2,20/03/2021,Floating,salesperson8,HedgeFund
03:04.4,20/11/2019,468037304.9,[NULL],trader36,DoneTied,security276,VOICE,Receive,client98,1,1,0,0,0,-1,IT,EuroEUR,EUR,MEDIUM-TERM-NOTE,FBG,Oct-30,31/10/2026,Floating,salesperson5,RealMoney
50:48.5,20/11/2019,57762526173,113652731,trader5,Done,security7,Tradeweb,Receive,client59,0,1,0,0,0,-1,NL,NETHER,EUR,EGB,EGB,3.5-5.5,15/02/2045,Floating,salesperson0,RealMoney
16:04.4,20/11/2019,51986136.67,95420.55386,trader9,Done,security97,Yensai,Buy,client22,0,1,0,0,0,1,US,TBILL,USD,BILL,USD FRONT END,0-2,21/05/2030,Floating,salesperson8,RealMoney
49:37.5,20/11/2019,3917639929,5214222.04,trader9,DealerExpired,security277,Yensai,Sell,client130,0,0,0,0,0,-1,NL,NETHER,EUR,EGB,EGB,5.5-10,20/04/2028,Floating,salesperson5,RealMoney
58:20.5,20/11/2019,221131597.7,397561.4429,trader9,CustomerExpired,security29,Yensai,Receive,client22,0,0,0,0,0,-1,SG,EuroUSD,USD,MEDIUM-TERM-NOTE,CREDIT-AEJ,2-3.5,15/04/2022,Floating,salesperson6,HedgeFund
01:33.7,20/11/2019,28534811465,39634948.24,trader9,DealerRejected,security278,Yensai,Pay,client116,0,0,0,0,1,1,DK,EuroEUR,EUR,MEDIUM-TERM-NOTE,FBG,5.5-10,06/04/2020,Floating,salesperson3,RealMoney
02:55.5,20/11/2019,3527854959,[NULL],trader44,Covered,security279,VOICE,Sell,client98,1,0,0,0,0,-1,AT,RAGB,EUR,EGB,EGB,Oct-30,15/05/2020,Floating,salesperson8,HedgeFund
03:40.3,20/11/2019,1.54844E+11,46655099.46,trader5,CustomerRejected,security255,Tradeweb,Pay,client83,0,0,0,0,0,1,FR,FRTR,EUR,EGB,INF-EMEA,2-3.5,14/05/2025,Floating,salesperson8,HedgeFund
04:45.7,20/11/2019,65226299.5,89653.54866,trader9,DoneTied,security280,Yensai,Pay,client120,0,1,0,0,0,1,DE,DBR,EUR,EGB,[NULL],Oct-30,15/02/2026,Floating,salesperson5,RealMoney
11:23.7,20/11/2019,83800381.23,61596.38392,trader6,CustomerExpired,security47,Bloomberg,Receive,client8,0,0,0,0,0,-1,FR,BTF,EUR,EGB_BILLS,[NULL],0-2,15/10/2023,Floating,salesperson4,RealMoney
14:17.8,20/11/2019,626215643,1095818.298,trader9,CustomerExpired,security281,Bloomberg,Receive,client8,0,0,0,0,0,-1,FR,FRTR,EUR,EGB,[NULL],5.5-10,25/05/2020,Floating,salesperson9,RealMoney
53:05.4,20/11/2019,1127393670,2422844.156,trader9,DoneTied,security205,Yensai,Sell,client116,0,1,0,0,0,-1,SG,EuroUSD,USD,MEDIUM-TERM-NOTE,CREDIT-AEJ,2-3.5,31/10/2046,Floating,salesperson6,RealMoney
16:15.6,20/11/2019,4646116999,1399882.581,trader5,DealerExpired,security255,Tradeweb,Sell,client83,0,0,0,0,0,-1,DE,EuroUSD,USD,BOND,FBG,0-2,19/12/2024,Floating,salesperson4,RealMoney
15:16.0,20/11/2019,449968096.6,0,trader9,CustomerRejected,security32,Bloomberg,Sell,client8,0,0,0,0,0,-1,DE,DBR,EUR,EGB,EGB,5.5-10,22/07/2065,Floating,salesperson3,RealMoney
03:55.4,20/11/2019,37307511.34,93104.6253,trader9,CustomerRejected,security199,Yensai,Pay,client116,0,0,0,0,0,1,ES,SPGB,EUR,EGB,EGB,30+,25/05/2030,Floating,salesperson9,RealMoney
15:43.1,20/11/2019,47710736.41,23768.88792,trader6,CoveredTied,security233,Bloomberg,Buy,client8,0,0,0,0,0,1,AT,RAGB,EUR,EGB,EGB,5.5-10,30/10/2019,Floating,salesperson0,HedgeFund
08:43.0,20/11/2019,333422858.3,517730.6788,trader9,TradedAway,security282,Yensai,Sell,client120,0,0,1,0,0,-1,DE,EuroUSD,USD,BOND,FBG,5.5-10,23/11/2020,Floating,salesperson4,RealMoney
07:35.9,20/11/2019,57454642.95,11035.71844,trader6,CustomerExpired,security25,Bloomberg,Receive,client8,0,0,0,0,0,-1,ES,EuroEUR,EUR,BOND,FBG,0-2,21/05/2030,Floating,salesperson1,RealMoney
06:07.9,20/11/2019,113456896.7,196925.0728,trader9,CustomerRejected,security195,Yensai,Receive,client22,0,0,0,0,0,-1,ES,SPGB,EUR,EGB,EGB,Oct-30,30/07/2021,Floating,salesperson4,RealMoney
04:41.8,20/11/2019,790243674.9,249946.8903,trader6,Covered,security256,Yensai,Pay,client18,0,0,0,0,0,1,ES,SPGB,EUR,EGB,EGB,30+,15/05/2020,Floating,salesperson0,HedgeFund
12:06.5,20/11/2019,314271021.2,586996.0539,trader9,CustomerRejected,security247,Bloomberg,Buy,client8,0,0,0,0,0,1,FR,FRTR,EUR,EGB,INF-EMEA,0-2,17/03/2021,Floating,salesperson9,HedgeFund
14:03.5,20/11/2019,122662976,73924.88689,trader10,CoveredTied,security283,Tradeweb,Pay,client97,0,0,0,0,0,1,GR,GGB,EUR,EGB,EGB,3.5-5.5,16/01/2050,Floating,salesperson9,HedgeFund
57:09.4,20/11/2019,4221391.012,2403.469399,trader10,DoneTied,security273,Tradeweb,Buy,client97,0,1,0,0,0,1,FR,BTF,EUR,EGB_BILLS,EUR BILLS,0-2,16/01/2039,Floating,salesperson1,RealMoney
21:15.4,20/11/2019,2229125636,2184311.526,trader6,CustomerRejected,security162,Bloomberg,Pay,client8,0,0,0,0,0,1,HK,EuroUSD,USD,MEDIUM-TERM-NOTE,CREDIT-AEJ,3.5-5.5,31/10/2020,Floating,salesperson7,HedgeFund
10:29.4,20/11/2019,122867800.9,111842.4636,trader6,Covered,security284,Yensai,Sell,client18,0,0,0,0,0,-1,FR,BTF,EUR,EGB_BILLS,EUR BILLS,0-2,15/03/2026,Floating,salesperson7,HedgeFund
59:02.9,20/11/2019,1786966802,3158417.767,trader13,Done,security250,VOICE,Receive,client131,1,1,0,0,0,-1,DE,EuroEUR,EUR,MEDIUM-TERM-NOTE,FBG,Oct-30,25/05/2021,Floating,salesperson6,RealMoney
03:01.2,20/11/2019,162365930,303268.0988,trader9,Done,security247,Yensai,Receive,client112,0,1,0,0,0,-1,NL,NETHER,EUR,EGB_BILLS,EUR BILLS,0-2,15/05/2029,Floating,salesperson8,RealMoney
02:23.6,20/11/2019,226621002.2,211393.204,trader6,DealerExpired,security46,Yensai,Buy,client18,0,0,0,0,0,1,SI,EuroEUR,EUR,BOND,EGB,0-2,19/12/2020,Floating,salesperson9,RealMoney
16:09.0,20/11/2019,4016500.609,1686.417995,trader10,DoneTied,security19,Bloomberg,Buy,client26,0,1,0,0,0,1,DE,DBR,EUR,EGB,INF-EMEA,3.5-5.5,15/01/2026,Floating,salesperson5,RealMoney
06:31.9,20/11/2019,1127931707,187793.1096,trader6,CustomerRejected,security285,Yensai,Pay,client132,0,0,0,0,0,1,[NULL],[NULL],GBP,Bond,FBG,2-3.5,01/03/2032,Floating,salesperson4,HedgeFund
01:29.6,20/11/2019,1321946.193,958.41099,trader10,DealerRejected,security286,Tradeweb,Sell,client128,0,0,0,0,1,-1,FR,FRTR,EUR,EGB,[NULL],Oct-30,20/10/2025,Floating,salesperson0,RealMoney
18:06.4,20/11/2019,2793834.934,1173.054349,trader10,DoneTied,security19,Bloomberg,Sell,client133,0,1,0,0,0,-1,HK,EuroUSD,USD,MEDIUM-TERM-NOTE,CREDIT-AEJ,3.5-5.5,07/09/2039,Floating,salesperson4,RealMoney
30:38.8,20/11/2019,19910301.72,7637.65297,trader8,Covered,security287,Bloomberg,Receive,client134,0,0,0,0,0,-1,EU,[NULL],EUR,IRS_EUR,[NULL],5.5-10,22/06/2029,Floating,salesperson2,RealMoney
23:49.9,20/11/2019,20860257.24,16880.07924,trader8,CoveredTied,security288,Tradeweb,Sell,client135,0,0,0,0,0,-1,ES,SPGB,EUR,EGB,EGB,0-2,20/03/2037,Floating,salesperson3,HedgeFund
04:24.7,20/11/2019,44745123017,83575298.73,trader9,DoneTied,security247,Tradeweb,Sell,client102,0,1,0,0,0,-1,GR,GGB,EUR,EGB,EGB,2-3.5,16/02/2021,Floating,salesperson6,HedgeFund
27:50.6,20/11/2019,939850.5986,7.04887949,trader10,CustomerRejected,security73,Bloomberg,Receive,client37,0,0,0,0,0,-1,DE,EuroAUD,AUD,MEDIUM-TERM-NOTE,JGB,0-2,15/12/2020,Floating,salesperson4,HedgeFund
32:54.1,20/11/2019,5750802374,[NULL],trader44,TradedAwayTied,security289,VOICE,Sell,client103,1,0,0,1,0,-1,HK,EuroUSD,USD,MEDIUM-TERM-NOTE,CREDIT-AEJ,0-2,20/10/2021,Floating,salesperson5,HedgeFund
12:30.9,20/11/2019,1141724.49,6.85034694,trader10,DealerRejected,security290,Bloomberg,Buy,client136,0,0,0,0,1,1,GB,[NULL],GBP,IRS_GBP,EUR SWAPS,5.5-10,30/07/2019,Floating,salesperson7,RealMoney
05:54.4,20/11/2019,1048883.185,230.2649912,trader30,DealerExpired,security291,VOICE,Sell,client137,1,0,0,0,0,-1,DE,EuroEUR,EUR,BOND,FBG,3.5-5.5,15/02/2046,Floating,salesperson1,HedgeFund
30:05.5,20/11/2019,2.99916E+12,79816034,trader20,TradedAway,security123,VOICE,Market,client43,1,0,1,0,0,[NULL],AT,RAGB,EUR,EGB,INF-EMEA,3.5-5.5,01/06/2025,Floating,salesperson8,HedgeFund
25:53.8,20/11/2019,95557690139,2543058.961,trader20,TradedAway,security123,VOICE,Market,client43,1,0,1,0,0,[NULL],HK,EuroUSD,USD,BOND,CREDIT-AEJ,3.5-5.5,30/07/2026,Floating,salesperson4,RealMoney
